Date,Open,High,Low
2023-10-11 00:00:00+09:00,2189.36348442884,2207.379034972,2174.19249449776
2023-10-12 00:00:00+09:00,2205.00855817145,2209.27539907094,2187.94119457347
2023-10-13 00:00:00+09:00,2169.92580509101,2170.87399202791,2132.47242108354
2023-10-16 00:00:00+09:00,2114.45663097292,2135.79083464866,2106.87113633266
2023-10-17 00:00:00+09:00,2154.75456337667,2167.55508553534,2114.45662324751
2023-10-18 00:00:00+09:00,2146.69511895874,2151.91014685374,2132.94640905375
2023-10-19 00:00:00+09:00,2108.76755045536,2125.36082029932,2096.91521485253
2023-10-20 00:00:00+09:00,2092.17436293012,2134.36867933637,2085.06296128862
2023-10-23 00:00:00+09:00,2119.67152526146,2155.228529152,2114.45649802418
2023-10-24 00:00:00+09:00,2168.97761887454,2168.97761887454,2067.52161659276
2023-10-25 00:00:00+09:00,2130.10175618489,2159.02145507812,2120.61988769531
2023-10-26 00:00:00+09:00,2119.1976938977,2140.05780542599,2102.13032992
2023-10-27 00:00:00+09:00,2104.9749320278,2153.33246425006,2103.55265166833
2023-10-30 00:00:00+09:00,2112.08618964976,2124.88671201127,2084.58877124354
2023-10-31 00:00:00+09:00,2086.95932568711,2106.8712501939,2052.8245979612
2023-11-01 00:00:00+09:00,2147.64318697481,2165.18464346887,2127.25716996821
2023-11-02 00:00:00+09:00,2199.79345383986,2206.9048550915,2102.60430340082
2023-11-06 00:00:00+09:00,2156.17692859857,2176.0888527413,2145.27277966327
2023-11-07 00:00:00+09:00,2169.45152030765,2181.30385597367,2134.36860673624
2023-11-08 00:00:00+09:00,2180.82972129168,2191.73386989814,2142.42815446024
2023-11-09 00:00:00+09:00,2153.80644835561,2186.51889496281,2138.63545862473
2023-11-10 00:00:00+09:00,2148.11748194095,2175.14080934564,2140.53198652911
2023-11-13 00:00:00+09:00,2192.20799963779,2215.91267091415,2185.57069168041
2023-11-14 00:00:00+09:00,2213.54226015177,2238.19511890694,2187.4671210838
2023-11-15 00:00:00+09:00,2453.90753294966,2512.69511681476,2401.28316352203
2023-11-16 00:00:00+09:00,2464.81167556291,2464.81167556291,2398.43859716729
2023-11-17 00:00:00+09:00,2426.88417704054,2429.25464410153,2357.19244544746
2023-11-20 00:00:00+09:00,2361.93348937067,2381.84541360864,2293.18994140625
2023-11-21 00:00:00+09:00,2262.37400447903,2301.72376189139,2229.18746208307
2023-11-22 00:00:00+09:00,2278.0187801351,2362.88149847937,2272.80375275082
2023-11-24 00:00:00+09:00,2362.88149847937,2392.27528919079,2350.55507011651
2023-11-27 00:00:00+09:00,2359.08892250903,2371.41535176652,2346.76249325155
2023-11-28 00:00:00+09:00,2365.25216791074,2367.14854166733,2307.41276833465
2023-11-29 00:00:00+09:00,2275.64863929889,2331.1175748818,2254.78852677198
2023-11-30 00:00:00+09:00,2299.35295274384,2327.32446289062,2293.66383203602
